assessor,respondent,Criterion,Score
9,13,criterion 5,4
9,14,criterion 5,4
9,15,criterion 5,3
9,16,criterion 5,4
10,1,criterion 5,5
10,2,criterion 5,4
10,3,criterion 5,5
10,4,criterion 5,5
10,5,criterion 5,5
10,6,criterion 5,5
10,7,criterion 5,5
10,8,criterion 5,5
10,9,criterion 5,5
10,10,criterion 5,5
10,11,criterion 5,5
10,12,criterion 5,5
10,13,criterion 5,5
10,14,criterion 5,5
10,15,criterion 5,5
10,16,criterion 5,5
11,1,criterion 5,4
11,2,criterion 5,4
11,3,criterion 5,4
11,4,criterion 5,4
11,5,criterion 5,4
11,6,criterion 5,4
11,7,criterion 5,4
11,8,criterion 5,4
11,9,criterion 5,4
11,10,criterion 5,4
11,11,criterion 5,4
11,12,criterion 5,4
11,13,criterion 5,4
11,14,criterion 5,4
11,15,criterion 5,4
11,16,criterion 5,4
12,1,criterion 5,5
12,2,criterion 5,5
12,3,criterion 5,4
12,4,criterion 5,4
12,5,criterion 5,4
12,6,criterion 5,5
12,7,criterion 5,4
12,8,criterion 5,4
12,9,criterion 5,4
12,10,criterion 5,5
12,11,criterion 5,4
12,12,criterion 5,4
12,13,criterion 5,4
12,14,criterion 5,3
12,15,criterion 5,4
12,16,criterion 5,5
13,1,criterion 5,4
13,2,criterion 5,4
13,3,criterion 5,4
13,4,criterion 5,4
13,5,criterion 5,4
13,6,criterion 5,4
13,7,criterion 5,5
13,8,criterion 5,4
13,9,criterion 5,4
13,10,criterion 5,4
13,11,criterion 5,4
13,12,criterion 5,4
13,13,criterion 5,4
13,14,criterion 5,4
13,15,criterion 5,5
13,16,criterion 5,5
14,1,criterion 5,5
14,2,criterion 5,4
14,3,criterion 5,4
14,4,criterion 5,3
14,5,criterion 5,5
14,6,criterion 5,3
14,7,criterion 5,5
14,8,criterion 5,3
14,9,criterion 5,4
14,10,criterion 5,4
14,11,criterion 5,4
14,12,criterion 5,3
14,13,criterion 5,4
14,14,criterion 5,5
14,15,criterion 5,4
14,16,criterion 5,4
15,1,criterion 5,5
15,2,criterion 5,5
15,3,criterion 5,4
15,4,criterion 5,5
15,5,criterion 5,5
15,6,criterion 5,5
15,7,criterion 5,5
15,8,criterion 5,5
15,9,criterion 5,5
15,10,criterion 5,5
15,11,criterion 5,5
15,12,criterion 5,5
15,13,criterion 5,5
15,14,criterion 5,5
15,15,criterion 5,5
15,16,criterion 5,5
16,1,criterion 5,4
16,2,criterion 5,4
16,3,criterion 5,3
16,4,criterion 5,4
16,5,criterion 5,4
16,6,criterion 5,4
16,7,criterion 5,4
16,8,criterion 5,4
16,9,criterion 5,5
16,10,criterion 5,5
16,11,criterion 5,5
16,12,criterion 5,5
16,13,criterion 5,5
16,14,criterion 5,5
16,15,criterion 5,4
16,16,criterion 5,5
1,1,criterion 6,3
1,2,criterion 6,4
1,3,criterion 6,3
1,4,criterion 6,4
1,5,criterion 6,3
1,6,criterion 6,4
1,7,criterion 6,4
1,8,criterion 6,4
1,9,criterion 6,4
1,10,criterion 6,4
1,11,criterion 6,4
1,12,criterion 6,5
1,13,criterion 6,5
1,14,criterion 6,4
1,15,criterion 6,5
1,16,criterion 6,5
2,1,criterion 6,4
2,2,criterion 6,4
2,3,criterion 6,3
2,4,criterion 6,5
2,5,criterion 6,4
2,6,criterion 6,4
2,7,criterion 6,4
2,8,criterion 6,4
2,9,criterion 6,4
2,10,criterion 6,4
2,11,criterion 6,3
2,12,criterion 6,4
2,13,criterion 6,4
2,14,criterion 6,3
2,15,criterion 6,4
2,16,criterion 6,4
3,1,criterion 6,2
3,2,criterion 6,2
3,3,criterion 6,2
3,4,criterion 6,3
3,5,criterion 6,3
3,6,criterion 6,2
3,7,criterion 6,3
3,8,criterion 6,2
3,9,criterion 6,3
3,10,criterion 6,3
3,11,criterion 6,2
3,12,criterion 6,2
3,13,criterion 6,3
3,14,criterion 6,2
3,15,criterion 6,3
3,16,criterion 6,3
4,1,criterion 6,4
4,2,criterion 6,3
4,3,criterion 6,3
4,4,criterion 6,4
4,5,criterion 6,4
4,6,criterion 6,4
4,7,criterion 6,4
4,8,criterion 6,3
4,9,criterion 6,4
4,10,criterion 6,3
4,11,criterion 6,3
4,12,criterion 6,3
4,13,criterion 6,4
4,14,criterion 6,3
4,15,criterion 6,4
4,16,criterion 6,5
5,1,criterion 6,2
5,2,criterion 6,3
5,3,criterion 6,2
5,4,criterion 6,3
5,5,criterion 6,2
5,6,criterion 6,2
5,7,criterion 6,3
5,8,criterion 6,3
5,9,criterion 6,4
5,10,criterion 6,4
5,11,criterion 6,3
5,12,criterion 6,3
5,13,criterion 6,4
5,14,criterion 6,3
5,15,criterion 6,4
5,16,criterion 6,4
6,1,criterion 6,3
6,2,criterion 6,3
6,3,criterion 6,3
6,4,criterion 6,4
6,5,criterion 6,4
6,6,criterion 6,4
6,7,criterion 6,4
6,8,criterion 6,4
6,9,criterion 6,4
6,10,criterion 6,4
6,11,criterion 6,4
6,12,criterion 6,4
6,13,criterion 6,4
6,14,criterion 6,4
6,15,criterion 6,4
6,16,criterion 6,4
7,1,criterion 6,4
7,2,criterion 6,4
7,3,criterion 6,4
7,4,criterion 6,4
7,5,criterion 6,4
7,6,criterion 6,5
7,7,criterion 6,5
7,8,criterion 6,4
7,9,criterion 6,5
7,10,criterion 6,5
7,11,criterion 6,4
7,12,criterion 6,4
7,13,criterion 6,5
7,14,criterion 6,5
7,15,criterion 6,5
7,16,criterion 6,4
8,1,criterion 6,5
8,2,criterion 6,5
8,3,criterion 6,5
8,4,criterion 6,5
8,5,criterion 6,5
8,6,criterion 6,5
8,7,criterion 6,5
8,8,criterion 6,5
8,9,criterion 6,5
8,10,criterion 6,5
8,11,criterion 6,5
8,12,criterion 6,5
8,13,criterion 6,5
8,14,criterion 6,5
8,15,criterion 6,5
8,16,criterion 6,5
9,1,criterion 6,4
9,2,criterion 6,3
9,3,criterion 6,3
9,4,criterion 6,4
9,5,criterion 6,4
9,6,criterion 6,4
9,7,criterion 6,4
9,8,criterion 6,4
9,9,criterion 6,4
9,10,criterion 6,4
9,11,criterion 6,4
9,12,criterion 6,4
9,13,criterion 6,4
9,14,criterion 6,4
9,15,criterion 6,4
9,16,criterion 6,4
10,1,criterion 6,5
10,2,criterion 6,5
10,3,criterion 6,4
10,4,criterion 6,5
10,5,criterion 6,4
10,6,criterion 6,5
10,7,criterion 6,5
10,8,criterion 6,5
10,9,criterion 6,5
10,10,criterion 6,5
10,11,criterion 6,5
10,12,criterion 6,5
10,13,criterion 6,5
10,14,criterion 6,5
10,15,criterion 6,5
10,16,criterion 6,5
11,1,criterion 6,5
11,2,criterion 6,4
11,3,criterion 6,4
11,4,criterion 6,5
11,5,criterion 6,4
11,6,criterion 6,4
11,7,criterion 6,5
11,8,criterion 6,4
11,9,criterion 6,4
11,10,criterion 6,4
11,11,criterion 6,4
11,12,criterion 6,4
11,13,criterion 6,4
11,14,criterion 6,4
11,15,criterion 6,4
11,16,criterion 6,5
12,1,criterion 6,4
12,2,criterion 6,4
12,3,criterion 6,5
12,4,criterion 6,4
12,5,criterion 6,4
12,6,criterion 6,4
12,7,criterion 6,3
12,8,criterion 6,4
12,9,criterion 6,4
12,10,criterion 6,4
12,11,criterion 6,4
12,12,criterion 6,4
12,13,criterion 6,4
12,14,criterion 6,3
12,15,criterion 6,4
12,16,criterion 6,4
13,1,criterion 6,4
13,2,criterion 6,4
13,3,criterion 6,4
13,4,criterion 6,4
13,5,criterion 6,5
13,6,criterion 6,5
13,7,criterion 6,5
13,8,criterion 6,5
13,9,criterion 6,5
13,10,criterion 6,5
13,11,criterion 6,5
13,12,criterion 6,5
13,13,criterion 6,5
13,14,criterion 6,5
13,15,criterion 6,5
13,16,criterion 6,5
14,1,criterion 6,4
14,2,criterion 6,5
14,3,criterion 6,3
14,4,criterion 6,4
14,5,criterion 6,5
14,6,criterion 6,4
14,7,criterion 6,5
14,8,criterion 6,2
14,9,criterion 6,3
14,10,criterion 6,5
14,11,criterion 6,4
14,12,criterion 6,3
14,13,criterion 6,5
14,14,criterion 6,4
14,15,criterion 6,5
14,16,criterion 6,4
15,1,criterion 6,5
15,2,criterion 6,5
15,3,criterion 6,5
15,4,criterion 6,5
15,5,criterion 6,5
15,6,criterion 6,5
15,7,criterion 6,5
15,8,criterion 6,5
15,9,criterion 6,5
15,10,criterion 6,5
15,11,criterion 6,5
15,12,criterion 6,5
15,13,criterion 6,5
15,14,criterion 6,5
15,15,criterion 6,5
15,16,criterion 6,5
16,1,criterion 6,3
16,2,criterion 6,3
16,3,criterion 6,3
16,4,criterion 6,4
16,5,criterion 6,4
16,6,criterion 6,4
16,7,criterion 6,5
16,8,criterion 6,4
16,9,criterion 6,5
16,10,criterion 6,5
16,11,criterion 6,5
16,12,criterion 6,5
16,13,criterion 6,5
16,14,criterion 6,4
16,15,criterion 6,5
16,16,criterion 6,5
1,1,criterion 7,4
1,2,criterion 7,5
1,3,criterion 7,4
1,4,criterion 7,5
1,5,criterion 7,4
1,6,criterion 7,5
1,7,criterion 7,5
1,8,criterion 7,4
1,9,criterion 7,4
1,10,criterion 7,5
1,11,criterion 7,5
1,12,criterion 7,4
1,13,criterion 7,4
1,14,criterion 7,4
1,15,criterion 7,4
1,16,criterion 7,5
2,1,criterion 7,4
2,2,criterion 7,5
2,3,criterion 7,4
2,4,criterion 7,5
2,5,criterion 7,3
2,6,criterion 7,4
2,7,criterion 7,5
2,8,criterion 7,4
2,9,criterion 7,3
2,10,criterion 7,4
2,11,criterion 7,4
2,12,criterion 7,5
2,13,criterion 7,3
2,14,criterion 7,5
2,15,criterion 7,4
2,16,criterion 7,5
3,1,criterion 7,3
3,2,criterion 7,4
3,3,criterion 7,3
3,4,criterion 7,4
3,5,criterion 7,2
3,6,criterion 7,3
3,7,criterion 7,3
3,8,criterion 7,2
3,9,criterion 7,2
3,10,criterion 7,3
3,11,criterion 7,3
3,12,criterion 7,3
3,13,criterion 7,2
3,14,criterion 7,3
3,15,criterion 7,2
3,16,criterion 7,4
4,1,criterion 7,4
4,2,criterion 7,4
4,3,criterion 7,4
4,4,criterion 7,4
4,5,criterion 7,3
4,6,criterion 7,4
4,7,criterion 7,4
4,8,criterion 7,4
4,9,criterion 7,4
4,10,criterion 7,4
4,11,criterion 7,4
4,12,criterion 7,4
4,13,criterion 7,4
4,14,criterion 7,4
4,15,criterion 7,4
4,16,criterion 7,5
5,1,criterion 7,4
5,2,criterion 7,5
5,3,criterion 7,4
5,4,criterion 7,3
5,5,criterion 7,3
5,6,criterion 7,3
5,7,criterion 7,4
5,8,criterion 7,2
5,9,criterion 7,4
5,10,criterion 7,4
5,11,criterion 7,4
5,12,criterion 7,4
5,13,criterion 7,3
5,14,criterion 7,4
5,15,criterion 7,3
5,16,criterion 7,4
6,1,criterion 7,5
6,2,criterion 7,5
6,3,criterion 7,5
6,4,criterion 7,5
6,5,criterion 7,4
6,6,criterion 7,5
6,7,criterion 7,5
6,8,criterion 7,4
6,9,criterion 7,5
6,10,criterion 7,5
6,11,criterion 7,5
6,12,criterion 7,5
6,13,criterion 7,5
6,14,criterion 7,5
6,15,criterion 7,5
6,16,criterion 7,5
7,1,criterion 7,5
7,2,criterion 7,5
7,3,criterion 7,5
7,4,criterion 7,4
7,5,criterion 7,3
7,6,criterion 7,5
7,7,criterion 7,5
7,8,criterion 7,3
7,9,criterion 7,4
7,10,criterion 7,5
7,11,criterion 7,4
7,12,criterion 7,4
7,13,criterion 7,4
7,14,criterion 7,5
7,15,criterion 7,5
7,16,criterion 7,5
8,1,criterion 7,5
8,2,criterion 7,5
8,3,criterion 7,5
8,4,criterion 7,5
8,5,criterion 7,5
8,6,criterion 7,5
8,7,criterion 7,5
8,8,criterion 7,5
8,9,criterion 7,5
8,10,criterion 7,5
8,11,criterion 7,5
8,12,criterion 7,5
8,13,criterion 7,5
8,14,criterion 7,5
8,15,criterion 7,5
8,16,criterion 7,5
9,1,criterion 7,4
9,2,criterion 7,4
9,3,criterion 7,4
9,4,criterion 7,5
9,5,criterion 7,5
9,6,criterion 7,5
9,7,criterion 7,5
9,8,criterion 7,5
9,9,criterion 7,5
9,10,criterion 7,5
9,11,criterion 7,4
9,12,criterion 7,5
9,13,criterion 7,4
9,14,criterion 7,4
9,15,criterion 7,5
9,16,criterion 7,5
10,1,criterion 7,5
10,2,criterion 7,5
10,3,criterion 7,5
10,4,criterion 7,5
10,5,criterion 7,5
10,6,criterion 7,5
10,7,criterion 7,5
10,8,criterion 7,5
10,9,criterion 7,5
10,10,criterion 7,5
10,11,criterion 7,5
10,12,criterion 7,5
10,13,criterion 7,5
10,14,criterion 7,5
10,15,criterion 7,5
10,16,criterion 7,5
11,1,criterion 7,4
11,2,criterion 7,4
11,3,criterion 7,4
11,4,criterion 7,5
11,5,criterion 7,4
11,6,criterion 7,4
11,7,criterion 7,4
11,8,criterion 7,4
11,9,criterion 7,4
11,10,criterion 7,4
11,11,criterion 7,4
11,12,criterion 7,4
11,13,criterion 7,4
11,14,criterion 7,4
11,15,criterion 7,4
11,16,criterion 7,5
12,1,criterion 7,4
12,2,criterion 7,5
12,3,criterion 7,4
12,4,criterion 7,4
12,5,criterion 7,3
12,6,criterion 7,4
12,7,criterion 7,5
12,8,criterion 7,4
12,9,criterion 7,4
12,10,criterion 7,4
12,11,criterion 7,4
12,12,criterion 7,4
12,13,criterion 7,4
12,14,criterion 7,4
12,15,criterion 7,5
12,16,criterion 7,5
13,1,criterion 7,4
13,2,criterion 7,4
13,3,criterion 7,4
13,4,criterion 7,5
13,5,criterion 7,5
13,6,criterion 7,5
13,7,criterion 7,5
13,8,criterion 7,5
13,9,criterion 7,4
13,10,criterion 7,5
13,11,criterion 7,5
13,12,criterion 7,5
13,13,criterion 7,5
13,14,criterion 7,5
13,15,criterion 7,5
13,16,criterion 7,5
14,1,criterion 7,5
14,2,criterion 7,5
14,3,criterion 7,5
14,4,criterion 7,4
14,5,criterion 7,5
14,6,criterion 7,4
14,7,criterion 7,5
14,8,criterion 7,4
14,9,criterion 7,4
14,10,criterion 7,4
14,11,criterion 7,5
14,12,criterion 7,4
14,13,criterion 7,3
14,14,criterion 7,4
14,15,criterion 7,5
14,16,criterion 7,4
15,1,criterion 7,5
15,2,criterion 7,4
15,3,criterion 7,5
15,4,criterion 7,5
15,5,criterion 7,4
15,6,criterion 7,5
15,7,criterion 7,5
15,8,criterion 7,5
15,9,criterion 7,4
15,10,criterion 7,5
15,11,criterion 7,5
15,12,criterion 7,5
15,13,criterion 7,5
15,14,criterion 7,5
15,15,criterion 7,5
15,16,criterion 7,4
16,1,criterion 7,5
16,2,criterion 7,5
16,3,criterion 7,5
16,4,criterion 7,5
16,5,criterion 7,5
16,6,criterion 7,5
16,7,criterion 7,5
16,8,criterion 7,5
16,9,criterion 7,5
16,10,criterion 7,5
16,11,criterion 7,5
16,12,criterion 7,5
16,13,criterion 7,5
16,14,criterion 7,5
16,15,criterion 7,5
16,16,criterion 7,5
1,1,criterion 8,4
1,2,criterion 8,5
1,3,criterion 8,4
1,4,criterion 8,5
1,5,criterion 8,4
1,6,criterion 8,4
1,7,criterion 8,4
1,8,criterion 8,4
1,9,criterion 8,4
1,10,criterion 8,4
1,11,criterion 8,4
1,12,criterion 8,4
1,13,criterion 8,4
1,14,criterion 8,4
1,15,criterion 8,4
1,16,criterion 8,5
2,1,criterion 8,5
2,2,criterion 8,5
2,3,criterion 8,4
2,4,criterion 8,5
2,5,criterion 8,4
2,6,criterion 8,3
2,7,criterion 8,5
2,8,criterion 8,3
2,9,criterion 8,4
2,10,criterion 8,4
2,11,criterion 8,4
2,12,criterion 8,4
2,13,criterion 8,2
2,14,criterion 8,5
2,15,criterion 8,3
2,16,criterion 8,5
3,1,criterion 8,4
3,2,criterion 8,3
3,3,criterion 8,3
3,4,criterion 8,3
3,5,criterion 8,2
3,6,criterion 8,2
3,7,criterion 8,2
3,8,criterion 8,2
3,9,criterion 8,2
3,10,criterion 8,2
3,11,criterion 8,3
3,12,criterion 8,2
3,13,criterion 8,2
3,14,criterion 8,2
3,15,criterion 8,2
3,16,criterion 8,3
4,1,criterion 8,4
4,2,criterion 8,4
4,3,criterion 8,4
4,4,criterion 8,4
4,5,criterion 8,4
4,6,criterion 8,4
4,7,criterion 8,4
4,8,criterion 8,4
4,9,criterion 8,4
4,10,criterion 8,3
4,11,criterion 8,3
4,12,criterion 8,3
4,13,criterion 8,3
4,14,criterion 8,4
4,15,criterion 8,3
4,16,criterion 8,4
5,1,criterion 8,3
5,2,criterion 8,4
5,3,criterion 8,3
5,4,criterion 8,4
5,5,criterion 8,3
5,6,criterion 8,3
5,7,criterion 8,3
5,8,criterion 8,3
5,9,criterion 8,3
5,10,criterion 8,3
5,11,criterion 8,3
5,12,criterion 8,3
5,13,criterion 8,2
5,14,criterion 8,3
5,15,criterion 8,2
5,16,criterion 8,4
6,1,criterion 8,4
6,2,criterion 8,4
6,3,criterion 8,4
6,4,criterion 8,4
6,5,criterion 8,4
6,6,criterion 8,4
6,7,criterion 8,4
6,8,criterion 8,4
6,9,criterion 8,4
6,10,criterion 8,4
6,11,criterion 8,4
6,12,criterion 8,4
6,13,criterion 8,4
6,14,criterion 8,4
6,15,criterion 8,4
6,16,criterion 8,4
7,1,criterion 8,5
7,2,criterion 8,5
7,3,criterion 8,5
7,4,criterion 8,4
7,5,criterion 8,4
7,6,criterion 8,5
7,7,criterion 8,5
7,8,criterion 8,4
7,9,criterion 8,4
7,10,criterion 8,5
7,11,criterion 8,4
7,12,criterion 8,5
7,13,criterion 8,5
7,14,criterion 8,5
7,15,criterion 8,5
7,16,criterion 8,4
8,1,criterion 8,4
8,2,criterion 8,4
8,3,criterion 8,4
8,4,criterion 8,4
8,5,criterion 8,4
8,6,criterion 8,4
8,7,criterion 8,4
8,8,criterion 8,4
8,9,criterion 8,4
8,10,criterion 8,4
8,11,criterion 8,4
8,12,criterion 8,4
8,13,criterion 8,4
8,14,criterion 8,4
8,15,criterion 8,4
8,16,criterion 8,5
9,1,criterion 8,4
9,2,criterion 8,4
9,3,criterion 8,4
9,4,criterion 8,4
9,5,criterion 8,4
9,6,criterion 8,4
9,7,criterion 8,4
9,8,criterion 8,4
9,9,criterion 8,4
9,10,criterion 8,4
9,11,criterion 8,4
9,12,criterion 8,4
9,13,criterion 8,4
9,14,criterion 8,4
9,15,criterion 8,4
9,16,criterion 8,5
10,1,criterion 8,5
10,2,criterion 8,5
10,3,criterion 8,5
10,4,criterion 8,5
10,5,criterion 8,5
10,6,criterion 8,5
10,7,criterion 8,5
10,8,criterion 8,5
10,9,criterion 8,5
10,10,criterion 8,5
10,11,criterion 8,5
10,12,criterion 8,5
10,13,criterion 8,5
10,14,criterion 8,5
10,15,criterion 8,5
10,16,criterion 8,5
11,1,criterion 8,5
11,2,criterion 8,5
11,3,criterion 8,4
11,4,criterion 8,5
11,5,criterion 8,4
11,6,criterion 8,4
11,7,criterion 8,4
11,8,criterion 8,4
11,9,criterion 8,4
11,10,criterion 8,4
11,11,criterion 8,4
11,12,criterion 8,4
11,13,criterion 8,4
11,14,criterion 8,4
11,15,criterion 8,4
11,16,criterion 8,5
12,1,criterion 8,5
12,2,criterion 8,4
12,3,criterion 8,5
12,4,criterion 8,4
12,5,criterion 8,4
12,6,criterion 8,5
12,7,criterion 8,4
12,8,criterion 8,4
12,9,criterion 8,5
12,10,criterion 8,5
12,11,criterion 8,5
12,12,criterion 8,4
12,13,criterion 8,4
12,14,criterion 8,4
12,15,criterion 8,5
12,16,criterion 8,5
13,1,criterion 8,5
13,2,criterion 8,5
13,3,criterion 8,5
13,4,criterion 8,5
13,5,criterion 8,4
13,6,criterion 8,4
13,7,criterion 8,5
13,8,criterion 8,4
13,9,criterion 8,4
13,10,criterion 8,5
13,11,criterion 8,4
13,12,criterion 8,5
13,13,criterion 8,5
13,14,criterion 8,4
13,15,criterion 8,5
13,16,criterion 8,4
14,1,criterion 8,4
14,2,criterion 8,5
14,3,criterion 8,5
14,4,criterion 8,4
14,5,criterion 8,5
14,6,criterion 8,4
14,7,criterion 8,5
14,8,criterion 8,4
14,9,criterion 8,4
14,10,criterion 8,4
14,11,criterion 8,4
14,12,criterion 8,4
14,13,criterion 8,4
14,14,criterion 8,5
14,15,criterion 8,4
14,16,criterion 8,4
15,1,criterion 8,4
15,2,criterion 8,5
15,3,criterion 8,4
15,4,criterion 8,4
15,5,criterion 8,4
15,6,criterion 8,4
15,7,criterion 8,5
15,8,criterion 8,5
15,9,criterion 8,5
15,10,criterion 8,5
15,11,criterion 8,5
15,12,criterion 8,4
15,13,criterion 8,5
15,14,criterion 8,5
15,15,criterion 8,5
15,16,criterion 8,4
16,1,criterion 8,5
16,2,criterion 8,5
16,3,criterion 8,5
16,4,criterion 8,5
16,5,criterion 8,5
16,6,criterion 8,4
16,7,criterion 8,5
16,8,criterion 8,5
16,9,criterion 8,5
16,10,criterion 8,5
16,11,criterion 8,5
16,12,criterion 8,5
16,13,criterion 8,4
16,14,criterion 8,5
16,15,criterion 8,5
16,16,criterion 8,5
1,1,criterion 9,4
1,2,criterion 9,5
1,3,criterion 9,4
1,4,criterion 9,5
1,5,criterion 9,4
1,6,criterion 9,4
1,7,criterion 9,4
1,8,criterion 9,4
1,9,criterion 9,4
1,10,criterion 9,4
1,11,criterion 9,4
1,12,criterion 9,4
1,13,criterion 9,4
1,14,criterion 9,4
1,15,criterion 9,4
1,16,criterion 9,5
2,1,criterion 9,4
2,2,criterion 9,4
2,3,criterion 9,3
2,4,criterion 9,4
2,5,criterion 9,3
2,6,criterion 9,3
2,7,criterion 9,4
2,8,criterion 9,3
2,9,criterion 9,3
2,10,criterion 9,5
2,11,criterion 9,4
2,12,criterion 9,3
2,13,criterion 9,2
2,14,criterion 9,4
2,15,criterion 9,3
2,16,criterion 9,4
3,1,criterion 9,3
3,2,criterion 9,3
3,3,criterion 9,2
3,4,criterion 9,3
3,5,criterion 9,2
3,6,criterion 9,2
3,7,criterion 9,2
3,8,criterion 9,2
3,9,criterion 9,2
3,10,criterion 9,3
3,11,criterion 9,2
3,12,criterion 9,2
3,13,criterion 9,2
3,14,criterion 9,2
3,15,criterion 9,2
3,16,criterion 9,3
4,1,criterion 9,4
4,2,criterion 9,4
4,3,criterion 9,4
4,4,criterion 9,4
4,5,criterion 9,4
4,6,criterion 9,4
4,7,criterion 9,4
4,8,criterion 9,4
4,9,criterion 9,4
4,10,criterion 9,3
4,11,criterion 9,3
4,12,criterion 9,3
4,13,criterion 9,3
4,14,criterion 9,3
4,15,criterion 9,3
4,16,criterion 9,4
5,1,criterion 9,4
5,2,criterion 9,4
5,3,criterion 9,3
5,4,criterion 9,4
5,5,criterion 9,3
5,6,criterion 9,3
5,7,criterion 9,3
5,8,criterion 9,3
5,9,criterion 9,3
5,10,criterion 9,4
5,11,criterion 9,3
5,12,criterion 9,3
5,13,criterion 9,3
5,14,criterion 9,3
5,15,criterion 9,3
5,16,criterion 9,4
6,1,criterion 9,4
6,2,criterion 9,4
6,3,criterion 9,4
6,4,criterion 9,4
6,5,criterion 9,4
6,6,criterion 9,4
6,7,criterion 9,4
6,8,criterion 9,4
6,9,criterion 9,4
6,10,criterion 9,4
6,11,criterion 9,4
6,12,criterion 9,4
6,13,criterion 9,4
6,14,criterion 9,4
6,15,criterion 9,4
6,16,criterion 9,4
7,1,criterion 9,5
7,2,criterion 9,5
7,3,criterion 9,5
7,4,criterion 9,4
7,5,criterion 9,4
7,6,criterion 9,5
7,7,criterion 9,5
7,8,criterion 9,4
7,9,criterion 9,5
7,10,criterion 9,5
7,11,criterion 9,3
7,12,criterion 9,4
7,13,criterion 9,5
7,14,criterion 9,5
7,15,criterion 9,5
7,16,criterion 9,4
8,1,criterion 9,4
8,2,criterion 9,4
8,3,criterion 9,4
8,4,criterion 9,4
8,5,criterion 9,4
8,6,criterion 9,4
8,7,criterion 9,4
8,8,criterion 9,4
8,9,criterion 9,4
8,10,criterion 9,4
8,11,criterion 9,4
8,12,criterion 9,4
8,13,criterion 9,4
8,14,criterion 9,4
8,15,criterion 9,4
8,16,criterion 9,5
9,1,criterion 9,5
9,2,criterion 9,4
9,3,criterion 9,4
9,4,criterion 9,5
9,5,criterion 9,4
9,6,criterion 9,4
9,7,criterion 9,4
9,8,criterion 9,4
9,9,criterion 9,4
9,10,criterion 9,4
9,11,criterion 9,4
9,12,criterion 9,4
9,13,criterion 9,4
9,14,criterion 9,4
9,15,criterion 9,4
9,16,criterion 9,4
10,1,criterion 9,5
10,2,criterion 9,5
10,3,criterion 9,5
10,4,criterion 9,5
10,5,criterion 9,5
10,6,criterion 9,5
10,7,criterion 9,5
10,8,criterion 9,5
10,9,criterion 9,5
10,10,criterion 9,5
10,11,criterion 9,5
10,12,criterion 9,5
10,13,criterion 9,5
10,14,criterion 9,5
10,15,criterion 9,5
10,16,criterion 9,5
11,1,criterion 9,5
11,2,criterion 9,4
11,3,criterion 9,4
11,4,criterion 9,5
11,5,criterion 9,4
11,6,criterion 9,4
11,7,criterion 9,4
11,8,criterion 9,4
11,9,criterion 9,4
11,10,criterion 9,4
11,11,criterion 9,4
11,12,criterion 9,4
11,13,criterion 9,4
11,14,criterion 9,4
11,15,criterion 9,4
11,16,criterion 9,5
12,1,criterion 9,5
12,2,criterion 9,4
12,3,criterion 9,4
12,4,criterion 9,4
12,5,criterion 9,4
12,6,criterion 9,5
12,7,criterion 9,4
12,8,criterion 9,4
12,9,criterion 9,5
12,10,criterion 9,5
12,11,criterion 9,5
12,12,criterion 9,5
12,13,criterion 9,4
12,14,criterion 9,4
12,15,criterion 9,5
12,16,criterion 9,5
13,1,criterion 9,4
13,2,criterion 9,4
13,3,criterion 9,4
13,4,criterion 9,5
13,5,criterion 9,4
13,6,criterion 9,4
13,7,criterion 9,5
13,8,criterion 9,4
13,9,criterion 9,4
13,10,criterion 9,5
13,11,criterion 9,4
13,12,criterion 9,4
13,13,criterion 9,5
13,14,criterion 9,4
13,15,criterion 9,5
13,16,criterion 9,5
14,1,criterion 9,4
14,2,criterion 9,5
14,3,criterion 9,4
14,4,criterion 9,4
14,5,criterion 9,5
14,6,criterion 9,4
14,7,criterion 9,4
14,8,criterion 9,3
14,9,criterion 9,3
14,10,criterion 9,4
14,11,criterion 9,4
14,12,criterion 9,4
14,13,criterion 9,4
14,14,criterion 9,5
14,15,criterion 9,4
14,16,criterion 9,4
15,1,criterion 9,5
15,2,criterion 9,4
15,3,criterion 9,4
15,4,criterion 9,5
15,5,criterion 9,5
15,6,criterion 9,5
15,7,criterion 9,5
15,8,criterion 9,5
15,9,criterion 9,4
15,10,criterion 9,5
15,11,criterion 9,4
15,12,criterion 9,5
15,13,criterion 9,4
15,14,criterion 9,5
15,15,criterion 9,5
15,16,criterion 9,5
16,1,criterion 9,4
16,2,criterion 9,4
16,3,criterion 9,4
16,4,criterion 9,4
16,5,criterion 9,4
16,6,criterion 9,4
16,7,criterion 9,5
16,8,criterion 9,4
16,9,criterion 9,4
16,10,criterion 9,5
16,11,criterion 9,5
16,12,criterion 9,5
16,13,criterion 9,5
16,14,criterion 9,5
16,15,criterion 9,5
16,16,criterion 9,5
